排名,concept_name,concept_code,latest_price,pct_amount,pct_chg,total_mv,turn,up_count,down_count,leader_stock,leader_pct_chg,fetch_time
263,数字孪生,BK0861,1704.79,7.94,0.47,1030819552000,1.58,52,29,恒为科技,9.99,2026-04-22 14:49:30
264,军工,BK0490,92650.7,427.12,0.46,6935199744000,3.37,218,195,安诺其,20.0,2026-04-22 14:49:30
266,电子车牌,BK0982,1400.84,6.37,0.46,154357119000,3.47,11,6,苏州科达,5.02,2026-04-22 14:49:30
265,Kimi概念,BK1169,1365.68,6.27,0.46,510810384000,4.4,7,8,九安医疗,9.18,2026-04-22 14:49:30
268,并购重组概念,BK1181,1397.99,6.23,0.45,2727804752000,1.63,60,36,思林杰,6.24,2026-04-22 14:49:30
269,职业教育,BK1022,1437.7,6.39,0.45,656867200000,3.29,34,29,武汉凡谷,10.02,2026-04-22 14:49:30
267,抽水蓄能,BK1003,2111.34,9.48,0.45,1248959824000,2.82,20,16,杭电股份,10.02,2026-04-22 14:49:30
273,富时罗素,BK0867,1919.58,8.46,0.44,76384448512000,1.19,637,605,金 螳 螂,10.02,2026-04-22 14:49:30
270,新能源,BK0493,20571.18,89.5,0.44,7721983232000,2.98,109,98,苏州高新,9.97,2026-04-22 14:49:30
272,海工装备,BK0601,2615.24,11.4,0.44,2522719728000,2.57,33,42,东方电缆,10.0,2026-04-22 14:49:30
274,电子身份证,BK1075,1232.01,5.39,0.44,351526736000,2.64,28,9,东方国信,7.8,2026-04-22 14:49:30
271,DRG/DIP,BK1054,1117.14,4.87,0.44,155297176000,1.7,12,5,迪安诊断,1.97,2026-04-22 14:49:30
275,低空经济,BK1166,1866.5,7.96,0.43,4837021184000,2.95,152,135,苏州高新,9.97,2026-04-22 14:49:30
276,次新股,BK0501,29341.03,123.71,0.42,3033294624000,7.83,67,59,蘅东光,13.21,2026-04-22 14:49:30
278,减速器,BK1100,1970.76,8.33,0.42,1103143216000,2.34,49,31,斯莱克,16.04,2026-04-22 14:49:30
277,人造肉,BK0866,1249.53,5.17,0.42,209381834000,4.89,7,11,诚志股份,10.05,2026-04-22 14:49:30
279,航母概念,BK0715,1185.17,4.76,0.4,1268089648000,1.79,15,16,光电股份,10.0,2026-04-22 14:49:30
281,GDR,BK0868,1202.82,4.83,0.4,1591997680000,1.14,6,3,科达制造,2.82,2026-04-22 14:49:30
280,托育服务,BK1074,957.09,3.86,0.4,38108882000,2.72,5,2,鸿合科技,5.19,2026-04-22 14:49:30
285,养老金,BK0823,1792.29,6.9,0.39,4379153920000,1.47,86,78,亨通光电,10.0,2026-04-22 14:49:30
284,大飞机,BK0814,2076.36,8.13,0.39,2376912112000,2.7,47,51,爱乐达,7.17,2026-04-22 14:49:30
282,微利股,BK1642,948.89,3.71,0.39,1285508800000,2.57,46,51,华电辽能,9.96,2026-04-22 14:49:30
283,造纸印刷,BK0470,11486.59,44.28,0.39,290229776000,4.04,20,19,青山纸业,10.0,2026-04-22 14:49:30
288,机器人执行器,BK1145,2063.65,7.88,0.38,792214864000,2.02,21,14,深科达,5.56,2026-04-22 14:49:30
287,股权转让,BK0803,825.36,3.09,0.38,216896322000,2.82,19,22,东望时代,10.05,2026-04-22 14:49:30
286,裸眼3D,BK1142,1354.87,5.11,0.38,338155280000,2.02,15,9,利亚德,2.99,2026-04-22 14:49:30
289,核能核电,BK0577,3158.07,11.66,0.37,5060102400000,1.7,92,94,冰轮环境,10.01,2026-04-22 14:49:30
291,节能环保,BK0494,16222.5,57.99,0.36,5919821312000,2.55,192,214,安诺其,20.0,2026-04-22 14:49:30
290,长江三角,BK0594,3107.25,11.13,0.36,10231166976000,2.0,176,216,金 螳 螂,10.02,2026-04-22 14:49:30
292,生态农业,BK0669,1651.94,5.81,0.35,327577840000,4.09,17,21,史丹利,9.98,2026-04-22 14:49:30
293,HS300_,BK0500,12569.22,42.31,0.34,68762976256000,0.58,129,163,东山精密,10.0,2026-04-22 14:49:30
294,安防概念,BK0667,3612.52,12.36,0.34,1901735232000,3.09,66,49,紫光股份,8.73,2026-04-22 14:49:30
295,水利建设,BK0597,2261.21,7.58,0.34,2436445264000,2.05,45,61,苏州高新,9.97,2026-04-22 14:49:30
296,东北振兴,BK0838,1269.94,4.35,0.34,790991296000,2.23,22,31,华电辽能,9.96,2026-04-22 14:49:30
297,飞行汽车(eVTOL),BK1157,2196.65,7.22,0.33,1248199920000,2.08,48,37,长源东谷,7.87,2026-04-22 14:49:30
298,化工原料,BK0512,30815.87,102.75,0.33,1626321776000,2.54,35,42,华特气体,17.61,2026-04-22 14:49:30
299,空气能热泵,BK1102,1745.37,5.66,0.33,1526820608000,1.56,14,21,冰轮环境,10.01,2026-04-22 14:49:30
300,周期股,BK1639,989.38,3.19,0.32,25084247808000,0.81,44,54,三安光电,10.01,2026-04-22 14:49:30
302,绿色电力,BK1024,1429.29,4.36,0.31,6421295872000,2.05,73,82,华电辽能,9.96,2026-04-22 14:49:30
301,在线教育,BK0662,2212.53,6.84,0.31,1552803664000,3.24,58,53,众诚科技,7.9,2026-04-22 14:49:30
303,AH股,BK0499,9662.57,29.1,0.3,43617311488000,0.42,79,94,龙蟠科技,9.99,2026-04-22 14:49:30
308,标准普尔,BK0879,1836.16,5.29,0.29,67610853888000,1.08,459,547,金 螳 螂,10.02,2026-04-22 14:49:30
304,蚂蚁概念,BK0937,829.8,2.38,0.29,6042325760000,0.82,34,25,法本信息,5.61,2026-04-22 14:49:30
306,基因测序,BK0693,2006.98,5.79,0.29,407967056000,2.87,24,15,金域医学,3.48,2026-04-22 14:49:30
305,医废处理,BK0914,1430.48,4.17,0.29,243822746000,1.95,16,15,华康洁净,10.86,2026-04-22 14:49:30
307,海绵城市,BK0724,1095.93,3.19,0.29,311777776000,2.6,13,18,金洲管道,9.97,2026-04-22 14:49:30
309,化债(AMC)概念,BK0980,1183.61,3.31,0.28,1081111776000,1.14,31,25,哈投股份,7.01,2026-04-22 14:49:30
310,幽门螺杆菌概念,BK1056,1019.7,2.89,0.28,464142304000,2.19,26,21,康惠股份,5.61,2026-04-22 14:49:30
311,独家药品,BK0676,2593.87,7.32,0.28,725396128000,1.84,23,19,新里程,3.88,2026-04-22 14:49:30
312,央视50_,BK0610,2527.49,6.83,0.27,16835516160000,0.31,17,30,中天科技,6.66,2026-04-22 14:49:30
313,2025年报预减,BK1678,1006.88,2.59,0.26,3995572432000,2.32,171,196,华电辽能,9.96,2026-04-22 14:49:30
315,合成生物,BK1174,1381.18,3.58,0.26,1497532752000,2.48,65,50,诚志股份,9.95,2026-04-22 14:49:30
314,雅下水电概念,BK1192,1368.89,3.6,0.26,2039883552000,1.71,24,30,冰轮环境,10.01,2026-04-22 14:49:30
316,小盘价值,BK1668,1025.24,2.57,0.25,5540144640000,1.71,169,172,金证股份,10.0,2026-04-22 14:49:30
318,参股新三板,BK0600,3310.65,8.16,0.25,1751107072000,2.94,53,47,苏州高新,9.97,2026-04-22 14:49:30
317,医美概念,BK0889,1898.09,4.8,0.25,1141072672000,1.79,31,43,长光华芯,20.0,2026-04-22 14:49:30
319,代糖概念,BK0938,1143.36,2.73,0.24,163197390000,1.31,5,10,华康股份,7.23,2026-04-22 14:49:30
320,军民融合,BK0808,2309.1,5.3,0.23,3858491904000,3.55,86,91,苏州高新,9.97,2026-04-22 14:49:30
323,参股券商,BK0514,15456.56,35.95,0.23,4104848400000,1.36,56,62,东方电缆,10.0,2026-04-22 14:49:30
321,人脑工程,BK0706,5979.99,13.69,0.23,936460272000,2.46,31,19,优刻得-W,5.53,2026-04-22 14:49:30
